SKU,Item ID,Product Name,Lifecycle Status,Publish Status,Status Change Reason,Product Category,Product Type,Price,Currency,Price Type,Promo Start Date,Promo End Date,Comparison Price,Comparison Price Type,Buy Box Item Price,Buy Box Shipping Price,Buy Box Eligible,MSRP,Product Tax Code,Ship Methods,Shipping Weight,Shipping Weight Unit,Fulfillment Lag Time,Fulfillment Type,WFS Sales Restriction,WPID,GTIN,UPC,Item Page URL,Primary Image URL,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Searchable?,Variant Group Id,Primary Variant?,Variant Grouping Attributes,Variant Grouping Values,Competitor URL,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Repricer Strategy,Minimum Seller Allowed Price,Maximum Seller Allowed Price,Repricer Status,Product Condition,Lagtime Category
CHDM1315-IVY-S2,20705016117,"Farmhouse Swivel Rocking Chairs Set of 2 Upholstered Glider Rocker with Removable Washable Slipcover, Nursery Accent Chair",ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,1199.98,USD,Base,"","","",,1199.98,0.0,Yes,"",2038710,NETWORK_GEO,177.4,"""LB""",2,Seller Fulfilled,"",2G113HYF5N0A,00197104884220,197104884220,http://www.walmart.com/ip/Farmhouse-Swivel-Rocking-Chairs-Set-of-2-Upholstered-Glider-Rocker-with-Removable-Washable-Slipcover-Nursery-Accent-Chair/20705016117,https://i5.walmartimages.com/asr/8136cf22-a5aa-4cd4-a49f-69676e1a27c1.782dc2388c52e7461a0c662c592bd2ef.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,07/28/2026,12/16/2030,07/31/2026,08/23/2026,0,"",Y,"","","","","","","","","","","","",New,Furniture
CHDS0036-BEIGE,281464045,14 Karat Home Upholstered Bar Stool with Wingback Set of 2 in Beige,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Bar Stools,376.67,USD,Base,09/04/2022,01/01/2023,"",,"","",Yes,470.84,2043078,"",37.69,"""LB""",1,Seller Fulfilled,"",1REMTEXRMVYG,00784140780502,784140780502,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Bar-Stool-with-Wingback-Set-of-2-in-Beige/281464045,https://i5.walmartimages.com/asr/89ceecdc-44dc-46c3-b4dc-59599ed0c4c2.fe6d9e22a76adca949efd13e231d7b6f.jpeg,Shop All Bar Stools & Counter Stools,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Bar Stools & Counter Stools"",""Shop All Bar Stools & Counter Stools""]",14 Karat Home,02/04/2021,11/29/2022,02/04/2021,07/24/2026,0,"",Y,CHDS0036,N,actual_color,BEIGE,"","","","","","","","",New,Furniture
CHDS0036-NAVY,897578637,14 Karat Home Upholstered Bar Stool with Wingback Set of 2 in Navy,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Bar Stools,376.67,USD,Base,"","","",,"","",Yes,470.84,2043078,"",37.69,"""LB""",1,Seller Fulfilled,"",6U9I00OIGTON,00190430716586,190430716586,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Bar-Stool-with-Wingback-Set-of-2-in-Navy/897578637,https://i5.walmartimages.com/asr/12fd32c5-3257-4e93-a00e-168f557ae085.6217aadb6b82f2c9f7e967dee6d8c54b.jpeg,Shop All Bar Stools & Counter Stools,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Bar Stools & Counter Stools"",""Shop All Bar Stools & Counter Stools""]",14 Karat Home,02/04/2021,11/29/2022,09/29/2020,07/23/2026,0,"",Y,CHDS0036,N,actual_color,Navy Blue,"","","","","","","","",New,Furniture
CHDT0103-PINK,912575609,Velvet Armchair Wingback Home Lounge Single Sofa Upholstered Tufted Accent Chair Golden Leg Living Room Adult Pink,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,273.99,USD,Base,"","","",,"","",Yes,"",2038710,"",36.7,"""LB""",1,WFS Eligible,"",2L0PDTP3YWCX,00784131315478,784131315478,http://www.walmart.com/ip/Velvet-Armchair-Wingback-Home-Lounge-Single-Sofa-Upholstered-Tufted-Accent-Chair-Golden-Leg-Living-Room-Adult-Pink/912575609,https://i5.walmartimages.com/asr/610c735a-e25e-4fa5-b4e0-0bab0e4b96ce.e250d3c99072211657fc1226db5dc9ff.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,05/17/2023,11/15/2024,12/29/2020,07/23/2026,0,"",Y,CHDT0103,N,"actual_color,character","PINK,1 Chair","","","","","","","","",New,Furniture
CHDT0103-PINK-S2,211504612,Velvet Accent Chairs Set of 2 Wingback Lounge Armchairs Sofa Upholstered Tufted Golden Leg Home Bedroom Pink,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,459.99,USD,Base,10/15/2022,12/31/2022,"",,"","",Yes,"",2038710,"",73.4,"""LB""",1,Seller Fulfilled,"",5H0GVZ9MWZEX,00784140782131,784140782131,http://www.walmart.com/ip/Velvet-Accent-Chairs-Set-of-2-Wingback-Lounge-Armchairs-Sofa-Upholstered-Tufted-Golden-Leg-Home-Bedroom-Pink/211504612,https://i5.walmartimages.com/asr/be3f7789-4f2a-4820-a8db-d6c2d7e4658d.f2cd85355fba3ce9fa3d4170fbc9d237.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,05/17/2023,11/15/2024,12/30/2020,07/24/2026,0,"",Y,CHDT0103,N,"actual_color,character","PINK,2 Chairs","","","","","","","","",New,Furniture
CHDT0164-LINEN,178325259,Dora Living Room Accent Armchair in LINEN,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,127.03,USD,Base,"","","",,"","",Yes,"",2038710,"",32.8,"""LB""",5,Seller Fulfilled,"",6OVIYX5MCQAU,00755361375815,755361375815,http://www.walmart.com/ip/Dora-Living-Room-Accent-Armchair-in-LINEN/178325259,https://i5.walmartimages.com/asr/8bdffacf-0669-4771-bec2-3b909db143d9.f7e6e9b8e987b7fa84d0bdbaf3215aa4.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,05/05/2021,03/23/2023,08/18/2021,07/23/2026,0,"",Y,CHDT0164,Y,actual_color,LINEN,"","","","","","","","",New,Furniture
CHDT0511-BURGUNDY-S2,1228560112,Faux Leather Armchair with Removable Cushion Contemporary Wingback Accent Chair Set of 2 for Living Room Bedroom Red,RETIRED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,599.99,USD,Base,"","","","","","",Yes,"",2038710,"",94.8,"""LB""",1,Seller Fulfilled,"",5U7I6PRT2KXF,00197104043511,197104043511,http://www.walmart.com/ip/14-Karat-Home-Faux-Leather-Armchair-with-Removable-Cushion-Contemporary-Wingback-Accent-Chair-Set-of-2-for-Living-Room-Bedroom-Red/1228560112,https://i5.walmartimages.com/asr/fbaf6b61-ef25-4d2e-bb39-9bec887276a2.b13bd30ee78ff6acc9d06608ed9dea4e.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,06/20/2023,01/12/2026,09/27/2022,07/22/2026,1,5.0,Y,CHDT0511,N,"actual_color,multipack_quantity","BURGUNDY,2","","","","","","","","",New,Furniture
CHDT0511-IVORY,1551620848,Faux Leather Armchair with Removable Cushion Contemporary Wingback Accent Chair for Living Room Bedroom White,ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,359.99,USD,Base,"","",359.99,"",359.99,0.0,Yes,"",2038710,NETWORK_GEO,47.4,"""LB""",2,Seller Fulfilled,"",4CKNNT97X9VS,00197104043412,197104043412,http://www.walmart.com/ip/14-Karat-Home-Faux-Leather-Armchair-Removable-Cushion-Wingback-Accent-Chair-Living-Room-Bedroom-White/1551620848,https://i5.walmartimages.com/asr/c19153e7-cffb-4cb5-a28c-a72c190a05a2.73116b17cc86467483d33ad0e274c1f2.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,06/20/2023,01/23/2030,09/27/2022,07/27/2026,0,"",Y,CHDT0511,N,"actual_color,multipack_quantity","IVORY,1","","","","","","","","",New,Furniture
CHDT0511-SGE,2142478225,Faux Leather Armchair with Removable Cushion Upholstered Wingback Accent Chair for Living Room Bedroom Sage,ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,339.99,USD,Base,"","",309.99,"",339.99,0.0,Yes,"",2038710,NETWORK_GEO,47.4,"""LB""",1,Seller Fulfilled,"",61V30A1EY092,00197104262967,197104262967,http://www.walmart.com/ip/14-Karat-Home-Faux-Leather-Armchair-with-Removable-Cushion-for-Living-Room-Bedroom-SAGE/2142478225,https://i5.walmartimages.com/asr/cdff9327-e7c9-4f8e-b74f-c974eb502bb3.620225b6a621e36764bd67c478b54ab1.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,06/20/2023,09/03/2030,03/30/2023,07/22/2026,1,5.0,Y,CHDT0511,N,"actual_color,multipack_quantity","SAGE,1",https://www.amazon.com/dp/B0GYWKHZNZ?psc=1&th=1&vs=1,339.99,0.0,08/26/2026,"","","",Price Adjusted By CAP,New,Furniture
CHDT0615-IVORY,1844590926,14 Karat Home Mid Century Club Chair with Button-tufted for Living Room，Ivory,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,429.9,USD,Base,"","","",,"","",Yes,"",2038710,"",52.5,"""LB""",1,Seller Fulfilled,"",4S9ZZEQ11LTL,00197104137043,197104137043,http://www.walmart.com/ip/14-Karat-Home-Mid-Century-Club-Chair-with-Button-tufted-for-Living-Room-Ivory/1844590926,https://i5.walmartimages.com/asr/3235a4f1-c4b9-407c-a083-1adbf6e830d7.f22b7af89af3cea06ffc9c6ad84f35bf.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,02/27/2023,11/16/2023,02/27/2023,07/23/2026,0,"",Y,CHDT0615,Y,actual_color,Ivory,"","","","","","","","",New,Furniture
CHDT0615-RED-S2,2656506370,14 Karat Home Mid Century Club Chair set of 2 with Button-tufted for Living Room，Red,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,859.8,USD,Base,"","","",,"","",Yes,1398.0,2038710,"",52.5,"""LB""",1,Seller Fulfilled,"",1AI25UZKUTE4,00197104137135,197104137135,http://www.walmart.com/ip/14-Karat-Home-Mid-Century-Club-Chair-set-of-2-with-Button-tufted-for-Living-Room-Red/2656506370,https://i5.walmartimages.com/asr/dae4a069-9a8e-4157-a8a3-a65ca81074c3.b73410bd4c61df7728f81ccf8444c0a9.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,02/27/2023,05/24/2023,02/27/2023,07/23/2026,0,"",Y,CHDT0615-S2,N,actual_color,Red,"","","","","","","","",New,Furniture
CHGL1075-TEL,20196755535,"Tina's Home Farmhouse Oversized Accent Armchair with Solid Wood Arms & Movable Cushion for Living Room, Teal",ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,514.49,USD,Base,"","",514.49,"",514.49,0.0,Yes,"",2038710,NETWORK_GEO,88.4,"""LB""",2,Seller Fulfilled,"",1WUKIR90KXTM,00197104515735,197104515735,http://www.walmart.com/ip/Tina-s-Home-Farmhouse-Oversized-Accent-Armchair-with-Solid-Wood-Arms-Movable-Cushion-for-Living-Room-Teal/20196755535,https://i5.walmartimages.com/asr/ed90ff7d-260b-4719-8058-2ec7ae858745.61a315875d633ba6f29ae3a3be9b50bf.jpeg,Oversized Chair,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""Oversized Chair""]",Tina's Home,05/08/2026,05/08/2030,05/08/2026,08/17/2026,0,"",Y,"","","","","","","","","","","","",New,Furniture
CHHD0420-GREEN,1561532777,Soft Upholstered Armchair Wingback Accent Chair Turned Legs Home Living Room Bedroom Foam Green,ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,419.99,USD,Base,"","",349.99,"",419.99,0.0,Yes,"",2038710,NETWORK_GEO,48.5,"""LB""",2,Seller Fulfilled,"",4XRHLSRR3JLZ,00197104034601,197104034601,http://www.walmart.com/ip/Soft-Upholstered-Armchair-Wingback-Accent-Chair-Turned-Legs-Home-Living-Room-Bedroom-Foam-Green/1561532777,https://i5.walmartimages.com/asr/3f4d3b59-6e96-4c5e-9c7f-5f9f8c978589.d1889536ca4cb19e3239338fd6954b7d.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,09/13/2022,02/27/2030,09/13/2022,07/27/2026,0,"",Y,CHHD0420,N,"actual_color,character,number_of_pieces","GREEN,No Nailhead,1","","","","","","","","",New,Furniture
CHHQ0414-NAVY,1376467285,Tina's Home Upholstered Accent Chair Removable Back Seat Cushion Armchair with Golden Legs Living Room Bedroom Navy,RETIRED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,209.99,USD,Base,"","",209.99,"","","",Yes,"",2038710,"",52.0,"""LB""",2,Seller Fulfilled,"",4900B3THYUWP,00768657768406,768657768406,http://www.walmart.com/ip/Upholstered-Accent-Chair-Removable-Back-Seat-Cushion-Armchair-Lounge-Sofa-Golden-Legs-Living-Room-Bedroom-Navy/1376467285,https://i5.walmartimages.com/asr/5d40a5e6-ec60-48e7-a3f8-e8273fa13e19.718512c245d09e1ce2886266bcd63778.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,07/04/2022,08/05/2026,07/06/2022,07/24/2026,0,"",Y,CHHQ0414,N,"number_of_pieces,actual_color","1,NAVY","","","","","","","","",New,Furniture
CHHQ0414-SAGE-S2,1060759321,Upholstered Accent Chair Set of 2 Removable Back Seat Cushion Armchair Lounge Sofa Golden Legs Living Room Bedroom Sage,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,419.99,USD,Base,"","","","","","",Yes,"",2038710,"",104.0,"""LB""",1,Seller Fulfilled,"",57TRAWL7P74H,00768657768529,768657768529,http://www.walmart.com/ip/Upholstered-Accent-Chair-Set-of-2-Removable-Back-Seat-Cushion-Armchair-Lounge-Sofa-Golden-Legs-Living-Room-Bedroom-Sage/1060759321,https://i5.walmartimages.com/asr/a14fcc56-273a-4cef-8bc7-0416da001aad.741038a0795e921c33e7c30ba1ea6240.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,07/04/2022,12/13/2024,07/06/2022,07/23/2026,0,"",Y,CHHQ0414,N,"actual_color,number_of_pieces","SAGE,2","","","","","","","","",New,Furniture
CHHQ0468-BBR-S2,19689853729,"Tina's Home Modern Velvet Accent Chair Set of 2 with Gold Metal Legs, Tufted Club Chairs for Living Room, Bedroom & Office, Burn-Brick",ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,719.98,USD,Base,"","",719.98,"",719.98,"",Yes,998.0,2038710,NETWORK_GEO,116.8,"""LB""",2,Seller Fulfilled,"",271YX4EOLJAL,00199834098151,199834098151,http://www.walmart.com/ip/Tina-s-Home-Modern-Velvet-Accent-Chair-Set-of-2-with-Gold-Metal-Legs-Tufted-Club-Chairs-for-Living-Room-Bedroom-Office-Burn-Brick/19689853729,https://i5.walmartimages.com/asr/cb728540-5e4b-4476-9ba5-4e400895046a.63f62b6e85a7e1dec57873d9f9226acb.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,06/20/2023,06/20/2032,03/04/2026,08/08/2026,0,"",Y,CHHQ0469,N,"actual_color,multipack_quantity","BURN-BRICK,2","","","","","","","","",New,Furniture
CHHQ0468-GLD-S2,19661469875,"Tina's Home Modern Velvet Accent Chair Set of 2 with Gold Metal Legs, Tufted Club Chairs for Living Room, Bedroom & Office, Golden",ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,719.98,USD,Base,"","","","",719.98,"",Yes,998.0,2038710,NETWORK_GEO,116.8,"""LB""",2,Seller Fulfilled,"",3CCE1K9WXO94,00199834056311,199834056311,http://www.walmart.com/ip/Tina-s-Home-Modern-Velvet-Accent-Chair-Set-of-2-with-Gold-Metal-Legs-Tufted-Club-Chairs-for-Living-Room-Bedroom-Office-Golden/19661469875,https://i5.walmartimages.com/asr/506d33fe-b882-432a-a99e-9d8ea6b80b4d.ef3daaa0f5678cdd75a4885aca8cbddd.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,06/20/2023,06/20/2032,03/04/2026,08/06/2026,0,"",Y,CHHQ0469,N,"actual_color,multipack_quantity","GOLDEN,2","","","","","","","","",New,Furniture
CHHY0034-2-S2,157772029,14 Karat Home Upholstery Accent Chair set of 2 Comfy Armchair Black Wooden Legs Living Room Blue Floral Red Floral,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,539.4,USD,Base,"","","",,"","",Yes,818.0,2038710,"",83.76,"""LB""",1,Seller Fulfilled,"",70AR5Z4R0DGJ,00784140508038,784140508038,http://www.walmart.com/ip/14-Karat-Home-Upholstery-Accent-Chair-set-of-2-Comfy-Armchair-Black-Wooden-Legs-Living-Room-Blue-Floral-Red-Floral/157772029,https://i5.walmartimages.com/asr/6abafaff-f23b-4f2c-b886-f0a69a12ad6d.cac01de136c0e1bc5543ca53962accc8.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/15/2022,06/26/2023,03/03/2021,07/23/2026,0,"",Y,CHHY0034,N,"actual_color,number_of_pieces","RED,2","","","","","","","","",New,Furniture
CHHY0034-4,894943778,Upholstery Accent Chair Comfy Grey Stripe Armchair Lounge Club Sofa Thick Cushion Wooden Legs Home Living Room Bedroom,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,269.7,USD,Base,03/09/2022,03/31/2022,"",,"","",Yes,"",2038710,"",41.88,"""LB""",1,Seller Fulfilled,"",1T3AWTNALODN,00784140503514,784140503514,http://www.walmart.com/ip/Upholstery-Accent-Chair-Comfy-Grey-Stripe-Armchair-Lounge-Club-Sofa-Thick-Cushion-Wooden-Legs-Home-Living-Room-Bedroom/894943778,https://i5.walmartimages.com/asr/439af123-8541-4ad0-b8ea-b2d6e2d27db6.181bac2566f4d9d3e447d358814e83ba.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/15/2022,11/05/2024,02/02/2021,07/23/2026,0,"",Y,CHHY0034,N,"actual_color,number_of_pieces","GREY,1","","","","","","","","",New,Furniture
CHJH0345-NAVY,1536059103,"14 Karat Home Comfy Contemporary Armchair with Wooden Upholstered, Living Room and Bedroom Accent Chair, Navy",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,419.9,USD,Base,"","","",,"","",Yes,"",2038710,"",51.9,"""LB""",1,Seller Fulfilled,"",3MDHFGKEYPVN,00197104066077,197104066077,http://www.walmart.com/ip/14-Karat-Home-Comfy-Contemporary-Armchair-with-Wooden-Upholstered-Living-Room-and-Bedroom-Accent-Chair-Navy/1536059103,https://i5.walmartimages.com/asr/824d38d2-eb30-4244-a3c0-5c588a0f9fb4.2c0d72f6f576db05e4c904469e758471.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/15/2022,07/05/2023,09/27/2022,07/24/2026,0,"",Y,CHJH0345,Y,actual_color,NAVY,"","","","","","","","",New,Furniture
CHJH0345-NAVY-S2,1622564535,"14 Karat Home Comfy Contemporary Armchair Set of 2 with Wooden Upholstered, Living Room and Bedroom Accent Chair, Navy",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,839.8,USD,Base,"","","",,"","",Yes,"",2038710,"",103.8,"""LB""",1,Seller Fulfilled,"",45NYLKC9SMPL,00197104066138,197104066138,http://www.walmart.com/ip/14-Karat-Home-Comfy-Contemporary-Armchair-Set-of-2-with-Wooden-Upholstered-Living-Room-and-Bedroom-Accent-Chair-Navy/1622564535,https://i5.walmartimages.com/asr/ae413251-77ba-4989-b794-343c9c8fc71d.706a10a965bfab672dbb388ddfb1d3e2.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/15/2022,05/23/2023,09/27/2022,07/24/2026,0,"",Y,CHJH0345-S2,Y,actual_color,NAVY,"","","","","","","","",New,Furniture
CHJH0345-ORANGE,1103264584,"14 Karat Home Comfy Contemporary Armchair with Wooden Upholstered, Living Room and Bedroom Accent Chair, Orange",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,419.9,USD,Base,"","","",,"","",Yes,"",2038710,"",51.9,"""LB""",1,Seller Fulfilled,"",70OSCXHSLIRQ,00197104066091,197104066091,http://www.walmart.com/ip/14-Karat-Home-Comfy-Contemporary-Armchair-with-Wooden-Upholstered-Living-Room-and-Bedroom-Accent-Chair-Orange/1103264584,https://i5.walmartimages.com/asr/afcd3519-8362-476d-b270-b7992e6c5146.1e2b72f62af1d69a82a973a6d16d49b5.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/15/2022,07/05/2023,09/27/2022,07/24/2026,0,"",Y,CHJH0345,N,actual_color,ORANGE,"","","","","","","","",New,Furniture
CHJH0345-ORANGE-S2,1100502336,"14 Karat Home Comfy Contemporary Armchair Set of 2 with Wooden Upholstered, Living Room and Bedroom Accent Chair, Orange",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,839.8,USD,Base,"","","",,"","",Yes,"",2038710,"",103.8,"""LB""",1,Seller Fulfilled,"",6K6M2DY04125,00197104066152,197104066152,http://www.walmart.com/ip/14-Karat-Home-Comfy-Contemporary-Armchair-Set-of-2-with-Wooden-Upholstered-Living-Room-and-Bedroom-Accent-Chair-Orange/1100502336,https://i5.walmartimages.com/asr/8aaf4bb8-e330-4f50-9c98-27d6aa4075f1.272bf136a61e159b31651413b1f4889a.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/15/2022,07/05/2023,09/27/2022,07/24/2026,0,"",Y,CHJH0345-S2,N,actual_color,ORANGE,"","","","","","","","",New,Furniture
CHJK0543-IVORY,1443070142,14 Karat Home Contemporary Accent Chair Tufted Back Retro Wooden Legs Living Room Bedroom Charcoal Ivory,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,289.9,USD,Base,"","","",,"","",Yes,499.0,2038710,"",46.7,"""LB""",1,Seller Fulfilled,"",1DPLWQ7FCYQE,00768617340420,768617340420,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Accent-Chair-Tufted-Back-Retro-Wooden-Legs-Living-Room-Bedroom-Charcoal-Ivory/1443070142,https://i5.walmartimages.com/asr/935a5b32-5828-48ed-b13d-b743ca6d1f28.1db141d1d47a2bafd5cddf0d60fbab2c.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,10/25/2022,05/24/2023,10/25/2022,07/23/2026,0,"",Y,CHJK0543,N,"actual_color,number_of_pieces","IVORY,1","","","","","","","","",New,Furniture
CHJK0543-NAVY-S2,1338100324,14 Karat Home Contemporary Accent Chair Set of 2 Tufted Back Retro Wooden Legs Living Room Navy,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,409.99,USD,Base,"","","",,"","",Yes,"",2038710,"",93.4,"""LB""",1,Seller Fulfilled,"",1B5WOG17IAUL,00768617340697,768617340697,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Accent-Chair-Set-of-2-Tufted-Back-Retro-Wooden-Legs-Living-Room-Navy/1338100324,https://i5.walmartimages.com/asr/ad7e292e-be35-494f-9f87-693ecfeb7d8d.914c48573614cf6802931e57da6bdfda.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,10/25/2022,08/23/2023,10/25/2022,07/23/2026,0,"",Y,CHJK0543,N,"actual_color,number_of_pieces","NAVY,2","","","","","","","","",New,Furniture
